start_date,end_date,nhs_fy,org_type,org_code,org_name,variable_type,variable_a,variable_b,statistic,measure,value
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Other Recorded Problems,NA,percentage,reliable_recovery,51.5
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Other Recorded Problems,NA,count,recovery,3420
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Other Recorded Problems,NA,percentage,recovery,54.3
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,referrals_received,498060
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,finished_course_treatment,41909
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,at_caseness,36649
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,not_at_caseness,4973
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,improvement,24008
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,improvement,57.3
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,deterioration,2832
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,deterioration,6.8
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,no_reliable_change,13720
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,no_reliable_change,32.7
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,reliable_recovery,15355
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,reliable_recovery,41.6
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,count,recovery,16490
2017-04-01,2018-03-31,fy1718,England,All,All,Problem Descriptor,Not stated/Not known/Invalid,NA,percentage,recovery,44.6
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,referrals_received,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,finished_course_treatment,79349
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,at_caseness,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,not_at_caseness,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,improvement,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,percentage,improvement,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,deterioration,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,percentage,deterioration,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,no_reliable_change,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,percentage,no_reliable_change,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,reliable_recovery,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,percentage,reliable_recovery,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,count,recovery,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,All ADSM,Total,percentage,recovery,NA
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,referrals_received,431539
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,finished_course_treatment,230113
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,at_caseness,219441
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,not_at_caseness,10586
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,improvement,154053
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,percentage,improvement,66.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,deterioration,14514
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,percentage,deterioration,6.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,no_reliable_change,59529
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,percentage,no_reliable_change,25.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,reliable_recovery,104489
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,percentage,reliable_recovery,47.6
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,count,recovery,110401
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Depression,NA,percentage,recovery,50.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,referrals_received,493977
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,finished_course_treatment,286994
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,at_caseness,269278
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,not_at_caseness,17585
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,improvement,198734
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,improvement,69.2
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,deterioration,15023
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,deterioration,5.2
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,no_reliable_change,71033
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,no_reliable_change,24.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,reliable_recovery,139550
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,reliable_recovery,51.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,count,recovery,145933
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Total,percentage,recovery,54.2
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,referrals_received,6927
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,finished_course_treatment,3996
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,at_caseness,3757
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,not_at_caseness,236
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,improvement,2386
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,improvement,59.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,deterioration,307
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,deterioration,7.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,no_reliable_change,1269
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,no_reliable_change,31.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,reliable_recovery,1433
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,reliable_recovery,38.1
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,count,recovery,1496
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Agoraphobia,percentage,recovery,39.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,referrals_received,232763
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,finished_course_treatment,139429
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,at_caseness,131147
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,not_at_caseness,8243
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,improvement,100309
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,improvement,71.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,deterioration,6520
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,deterioration,4.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,no_reliable_change,31651
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,no_reliable_change,22.7
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,reliable_recovery,73890
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,reliable_recovery,56.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,count,recovery,77190
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Generalized anxiety disorder,percentage,recovery,58.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,referrals_received,85612
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,finished_course_treatment,44322
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,at_caseness,41666
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,not_at_caseness,2614
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,improvement,29439
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,improvement,66.4
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,deterioration,2350
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,deterioration,5.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,no_reliable_change,12097
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,no_reliable_change,27.3
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,reliable_recovery,19505
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,reliable_recovery,46.8
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,recovery,20385
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,recovery,48.9
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,referrals_received,19320
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,finished_course_treatment,12869
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,at_caseness,12319
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,not_at_caseness,545
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,improvement,8524
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,improvement,66.2
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,deterioration,676
2018-04-01,2019-03-31,fy1819,England,All,All,Problem Descriptor,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,deterioration,5.3
